# OSD-522 shoot proteome — SOL/MEM reconciliation
# proteins seen in both fractions; the row with the smaller adjusted p-value was kept
accession	gene	kept_fraction	kept_log2fc	kept_adj_p	dropped
Q9LMJ7	At1g07040	MEM	0.2100	0.1078	SOL log2fc=0.060 adj_p=0.194
Q9LMK7	RANBP1A	MEM	0.7900	0.002757	SOL log2fc=0.170 adj_p=0.22
Q9LMR1	At1g15730	MEM	0.9200	0.03908	SOL log2fc=-0.080 adj_p=0.392
Q9LMR3	TYRAAT2	SOL	-0.3300	0.04134	MEM log2fc=0.260 adj_p=0.126
Q9LMU2	KTI5	MEM	0.4900	0.04307	SOL log2fc=1.040 adj_p=0.135
Q9LMX6	At1g13730	MEM	0.1700	0.07031	SOL log2fc=-0.200 adj_p=0.102
Q9LNB6	HOP1	MEM	0.3400	0.007044	SOL log2fc=0.140 adj_p=0.0342
Q9LNC5	CLO	MEM	-0.3600	0.0331	SOL log2fc=-0.390 adj_p=0.118
Q9LNC6	TOL2	MEM	-0.6900	0.009461	SOL log2fc=-0.160 adj_p=0.0662
Q9LNE6	UGT89C1	MEM	-0.4700	0.02396	SOL log2fc=-0.200 adj_p=0.204
Q9LNJ3	APF2	SOL	0.2000	0.1209	MEM log2fc=0.010 adj_p=0.763
Q9LNU4	RPN3A	MEM	0.2400	0.0888	SOL log2fc=-0.280 adj_p=0.121
Q9LP45	RPN6	MEM	0.3400	0.02911	SOL log2fc=-0.220 adj_p=0.232
Q9LP53	At1g29250	MEM	0.9400	0.004122	SOL log2fc=0.020 adj_p=0.686
Q9LPC5	BIG3	MEM	-0.9300	0.01491	SOL log2fc=-0.710 adj_p=0.081
Q9LPE9	At1g44820	MEM	0.6600	0.01232	SOL log2fc=0.090 adj_p=0.19
Q9LPG6	RHM2	SOL	-0.3500	0.06892	MEM log2fc=-0.100 adj_p=0.396
Q9LPL6	TOL3	MEM	0.9500	0.04379	SOL log2fc=0.010 adj_p=0.803
Q9LPR4	IPMS1	MEM	-0.0300	0.8267	SOL log2fc=0.080 adj_p=0.947
Q9LPT6	OTU2	MEM	-0.7200	0.005778	SOL log2fc=-0.350 adj_p=0.0635
Q9LPU8	IGMT4	MEM	0.6400	0.03063	SOL log2fc=-0.670 adj_p=0.0454
Q9LQ04	NRS/ER	SOL	0.0600	0.7248	MEM log2fc=0.060 adj_p=0.802
Q9LQ31	JAL4	MEM	0.7900	0.003642	SOL log2fc=0.400 adj_p=0.169
Q9LQ55	DRP2B	SOL	-0.3100	0.04822	MEM log2fc=0.180 adj_p=0.21
Q9LQ96	At1g01630	SOL	-0.4200	0.07642	MEM log2fc=0.090 adj_p=0.7
Q9LQF2	CINV1	MEM	0.5300	0.01585	SOL log2fc=0.150 adj_p=0.156
Q9LQI9	UBP1B	SOL	-0.5200	0.1413	MEM log2fc=0.060 adj_p=0.937
Q9LQK0	DRG1	SOL	-0.2800	0.01887	MEM log2fc=-0.140 adj_p=0.12
Q9LQK7	ABCI7	MEM	-0.5700	0.0239	SOL log2fc=0.120 adj_p=0.783
Q9LQL0	GDH3	SOL	0.2700	0.202	MEM log2fc=-0.210 adj_p=0.834
Q9LQQ3	At1g07750	SOL	0.3600	0.03665	MEM log2fc=-0.120 adj_p=0.887
Q9LQQ4	At1g07790	MEM	-0.6900	0.008373	SOL log2fc=0.120 adj_p=0.247
Q9LQR8	RPN3B	MEM	-0.1600	0.1677	SOL log2fc=-0.020 adj_p=0.636
Q9LQU7	MAP70.4	MEM	-0.8400	0.04108	SOL log2fc=-0.180 adj_p=0.148
Q9LR30	GGAT1	SOL	-0.3500	0.03228	MEM log2fc=0.200 adj_p=0.0993
Q9LR64	PSB27-1	MEM	-0.7000	0.05799	SOL log2fc=-0.230 adj_p=0.854
Q9LR75	CPX1	SOL	-0.1600	0.1135	MEM log2fc=-0.130 adj_p=0.243
Q9LRJ9	CRRSP38	SOL	0.5500	0.06575	MEM log2fc=-0.260 adj_p=0.312
Q9LRR9	GLO1	SOL	-0.3700	0.1353	MEM log2fc=-0.230 adj_p=0.249
Q9LRS0	GLO2	SOL	-0.3000	0.05702	MEM log2fc=-0.100 adj_p=0.348
Q9LRX8	RPL13AB	MEM	-0.4100	0.02151	SOL log2fc=0.450 adj_p=0.0602
Q9LRZ0	TPR2	MEM	0.6100	0.03182	SOL log2fc=-1.220 adj_p=0.0474
Q9LS02	AOC2	MEM	-0.6600	0.0265	SOL log2fc=-0.420 adj_p=0.598
Q9LS03	AOC1	MEM	-1.3700	0.01223	SOL log2fc=-0.690 adj_p=0.21
Q9LS25	At5g46580	MEM	0.5600	0.0156	SOL log2fc=-0.680 adj_p=0.0644
Q9LS40	ASPG1	MEM	0.9100	0.01947	SOL log2fc=0.280 adj_p=0.0991
Q9LS51	EMB1865	MEM	-0.4000	0.007123	SOL log2fc=-0.190 adj_p=0.0888
Q9LS94	RABG3F	MEM	0.2300	0.188	SOL log2fc=0.150 adj_p=0.197
Q9LSA3	RPL30C	MEM	1.4000	0.009043	SOL log2fc=-0.180 adj_p=0.881
Q9LSB4	NAI2	MEM	0.8000	0.03865	SOL log2fc=1.020 adj_p=0.0688
Q9LSP5	At3g17020	MEM	0.2400	0.03398	SOL log2fc=-0.280 adj_p=0.125
Q9LSQ5	FQR1	MEM	0.2800	0.03221	SOL log2fc=0.100 adj_p=0.263
Q9LSV0	GLYR1	MEM	0.3800	0.0439	SOL log2fc=-0.120 adj_p=0.0979
Q9LSY7	PER30	SOL	0.4000	0.148	MEM log2fc=-0.110 adj_p=0.739
Q9LSY9	UGT71B1	MEM	-0.3900	0.09976	SOL log2fc=-0.250 adj_p=0.129
Q9LT08	RPN11	MEM	0.1700	0.06853	SOL log2fc=-0.110 adj_p=0.372
Q9LT39	At3g20820	MEM	-0.2900	0.09901	SOL log2fc=0.070 adj_p=0.135
Q9LT69	PGDH3	MEM	0.4400	0.0246	SOL log2fc=-0.290 adj_p=0.0651
Q9LT75	PTEN2A	SOL	-0.4300	0.1277	MEM log2fc=0.130 adj_p=0.497
Q9LTB2	MMT1	MEM	-0.1500	0.1512	SOL log2fc=-0.070 adj_p=0.942
Q9LTF2	RPS10C	MEM	0.3200	0.102	SOL log2fc=0.070 adj_p=0.371
Q9LTR9	NMT1	MEM	0.0600	0.5055	SOL log2fc=0.100 adj_p=0.698
Q9LTV6	At3g12800	MEM	-0.5500	0.1552	SOL log2fc=0.150 adj_p=0.264
Q9LTW8	T2E22.2	MEM	0.0100	0.3011	SOL log2fc=-0.050 adj_p=0.419
Q9LTX7	emb1441	SOL	-0.6000	0.117	MEM log2fc=0.130 adj_p=0.474
Q9LTX9	HSP70-7	MEM	0.4100	0.03008	SOL log2fc=-0.310 adj_p=0.0308
Q9LU05	PCAP2	MEM	1.9000	0.003642	SOL log2fc=1.470 adj_p=0.0261
Q9LU14	APG	MEM	-1.0200	0.02258	SOL log2fc=0.930 adj_p=0.137
Q9LU74	MUL3.6	MEM	-0.4000	0.007921	SOL log2fc=-0.140 adj_p=0.273
Q9LU85	PAP4	MEM	-0.8400	0.01609	SOL log2fc=-0.360 adj_p=0.667
Q9LU86	PRXQ	SOL	0.0700	0.1355	MEM log2fc=0.640 adj_p=0.175
Q9LUB2	MIF21.11	SOL	-0.1200	0.1306	MEM log2fc=-0.200 adj_p=0.733
Q9LUD4	RPL18AC	MEM	-0.3600	0.06491	SOL log2fc=-0.180 adj_p=0.306
Q9LUL4	SRF7	SOL	-0.6200	0.03664	MEM log2fc=-0.030 adj_p=0.73
Q9LUT0	CARK1	MEM	1.0600	0.03101	SOL log2fc=-0.730 adj_p=0.068
Q9LUT2	METK4	MEM	0.4700	0.04754	SOL log2fc=0.300 adj_p=0.0885
Q9LUV2	HS1	SOL	0.7600	0.05294	MEM log2fc=-0.450 adj_p=0.217
Q9LUW5	RH53	MEM	-0.7800	0.02935	SOL log2fc=-0.440 adj_p=0.0783
Q9LV03	GLT1	MEM	-0.0800	0.137	SOL log2fc=0.040 adj_p=0.733
Q9LV09	BOB1	SOL	0.1900	0.2518	MEM log2fc=-0.140 adj_p=0.389
Q9LV21	CCT4	MEM	0.1100	0.04003	SOL log2fc=0.120 adj_p=0.2
Q9LV28	RACK1C	MEM	-0.1600	0.09079	SOL log2fc=-0.170 adj_p=0.141
Q9LV33	BGLU44	SOL	0.2700	0.1161	MEM log2fc=0.160 adj_p=0.508
Q9LV35	AIP1-2	MEM	0.2200	0.01361	SOL log2fc=0.110 adj_p=0.316
Q9LV60	CRRSP55	SOL	0.6700	0.07769	MEM log2fc=-0.330 adj_p=0.223
Q9LV66	At5g48480	SOL	0.3200	0.1581	MEM log2fc=0.270 adj_p=0.32
Q9LV77	ASN2	MEM	0.3000	0.01942	SOL log2fc=0.260 adj_p=0.0466
Q9LV91	DPE1	MEM	0.7800	0.03124	SOL log2fc=-0.770 adj_p=0.05
Q9LVC5	MJB24.14	SOL	-0.2100	0.09077	MEM log2fc=-0.090 adj_p=0.939
Q9LVC9	RPP3B	MEM	1.0400	0.03101	SOL log2fc=0.000 adj_p=0.955
Q9LVH6	At3g17940	MEM	-0.3100	0.007609	SOL log2fc=0.060 adj_p=0.517
Q9LVI6	RLK902	MEM	-0.2400	0.2724	SOL log2fc=0.060 adj_p=0.59
Q9LVI8	GLN1-3	SOL	-0.2000	0.07981	MEM log2fc=0.050 adj_p=0.998
Q9LVI9	PYD1	SOL	0.3300	0.09364	MEM log2fc=0.200 adj_p=0.425
Q9LVJ1	SBT1.4	SOL	0.2600	0.2381	MEM log2fc=-0.120 adj_p=0.379
Q9LVM3	EMB3143	MEM	-0.9700	0.09316	SOL log2fc=-0.370 adj_p=0.139
Q9LVT8	RGGC	SOL	0.1200	0.4933	MEM log2fc=0.040 adj_p=0.74
Q9LVW7	CARA	MEM	0.4800	0.05546	SOL log2fc=0.090 adj_p=0.515
Q9LVY1	TAT	MEM	0.0500	0.3809	SOL log2fc=0.050 adj_p=0.681
Q9LW00	MBD11	MEM	-0.8400	0.1181	SOL log2fc=0.040 adj_p=0.459
Q9LW15	COX5B-1	SOL	0.3700	0.06138	MEM log2fc=-0.280 adj_p=0.389
Q9LW17	At3g15610	SOL	-0.0900	0.305	MEM log2fc=-0.030 adj_p=0.801
Q9LW20	SKL1	SOL	-0.3000	0.04384	MEM log2fc=-0.470 adj_p=0.241
Q9LW57	PAP6	MEM	-0.9100	0.00702	SOL log2fc=-0.210 adj_p=0.533
Q9LW85	MFP1	MEM	-0.9200	0.02456	SOL log2fc=-0.220 adj_p=0.368
Q9LX13	At5g10160	SOL	0.1800	0.08105	MEM log2fc=0.080 adj_p=0.421
Q9LX65	VHA-H	MEM	-0.0300	0.301	SOL log2fc=-0.140 adj_p=0.347
Q9LX88	RPS15AD	MEM	1.3700	0.003126	SOL log2fc=0.500 adj_p=0.112
Q9LX99	KIN14A	SOL	-0.5800	0.03741	MEM log2fc=0.000 adj_p=0.662
Q9LXA8	BXL6	SOL	0.2700	0.08038	MEM log2fc=-0.250 adj_p=0.413
Q9LXC6	At5g09620	SOL	-0.5500	0.04658	MEM log2fc=-0.600 adj_p=0.0514
Q9LXC9	PPA6	MEM	0.4600	0.2821	SOL log2fc=-0.050 adj_p=0.934
Q9LXG1	RPS9B	MEM	-0.2800	0.04012	SOL log2fc=0.370 adj_p=0.124
Q9LXJ0	FTSZ2-2	MEM	-0.2900	0.01905	SOL log2fc=-0.070 adj_p=0.222
Q9LXM8	RPP2D	MEM	4.7500	0.003915	SOL log2fc=0.200 adj_p=0.373
Q9LXP4	F26G5_140	MEM	0.8400	0.03344	SOL log2fc=-0.010 adj_p=0.971
Q9LXQ2	F26G5_50	SOL	0.5100	0.2721	MEM log2fc=0.060 adj_p=0.731
Q9LXS6	CSY2	MEM	-0.2200	0.07997	SOL log2fc=-0.140 adj_p=0.132
Q9LXU4	At5g12950	MEM	0.4100	0.02759	SOL log2fc=-0.800 adj_p=0.0441
Q9LXX5	PPD6	MEM	0.6200	0.123	SOL log2fc=-0.180 adj_p=0.163
Q9LXZ4	T5P19_110	MEM	-0.2300	0.1847	SOL log2fc=0.080 adj_p=0.737
Q9LY31	F27H5_130	MEM	-0.1800	0.1924	SOL log2fc=-0.060 adj_p=0.373
Q9LY66	RPL1	MEM	0.8100	0.01769	SOL log2fc=-0.200 adj_p=0.0614
Q9LYA9	CSP41A	SOL	-0.2400	0.04197	MEM log2fc=-0.450 adj_p=0.0789
Q9LYB4	GPX5	SOL	-0.2700	0.1283	MEM log2fc=0.230 adj_p=0.212
Q9LYC7	OTU5	MEM	2.0100	0.01445	SOL log2fc=0.050 adj_p=0.572
Q9LYE7	At5g11420	SOL	0.1900	0.0782	MEM log2fc=0.790 adj_p=0.0806
Q9LYF8	At5g11720	MEM	-0.5900	0.01505	SOL log2fc=0.050 adj_p=0.614
Q9LYG3	NADP-ME2	SOL	-0.5500	0.009254	MEM log2fc=-0.440 adj_p=0.0105
Q9LYN2	FER3	MEM	2.2700	0.007086	SOL log2fc=0.010 adj_p=0.877
Q9LYR4	TRA2	SOL	0.2900	0.02715	MEM log2fc=0.060 adj_p=0.648
Q9LYR5	FKBP19	MEM	-0.6100	0.1487	SOL log2fc=0.090 adj_p=0.453
Q9LYU8	AK1	SOL	-0.3500	0.05326	MEM log2fc=0.080 adj_p=0.159
Q9LYW9	P58IPK	MEM	-0.3100	0.0345	SOL log2fc=-0.300 adj_p=0.1
Q9LZ06	GSTL3	SOL	-0.1600	0.08434	MEM log2fc=-0.420 adj_p=0.12
Q9LZ23	ACR12	SOL	0.1600	0.219	MEM log2fc=0.020 adj_p=0.843
Q9LZ41	RPL35D	MEM	-0.6400	0.02585	SOL log2fc=0.650 adj_p=0.0885
Q9LZ46	At5g02560	MEM	-0.2800	0.01817	SOL log2fc=-0.510 adj_p=0.269
Q9LZ57	RPL36C	SOL	0.7100	0.04535	MEM log2fc=-0.010 adj_p=0.541
Q9LZ66	SIR	SOL	0.1900	0.06138	MEM log2fc=-0.230 adj_p=0.314
Q9LZ82	BTR1	MEM	0.7300	0.01621	SOL log2fc=0.030 adj_p=0.774
Q9LZ83	T32M21_20	SOL	-0.2500	0.1714	MEM log2fc=-0.110 adj_p=0.264
Q9LZD4	RABE1D	MEM	0.3200	0.04637	SOL log2fc=-0.230 adj_p=0.832
Q9LZE4	At5g03430	MEM	0.7100	0.02105	SOL log2fc=-0.120 adj_p=0.139
Q9LZF6	CDC48E	MEM	0.4400	0.119	SOL log2fc=-0.160 adj_p=0.686
Q9LZG0	ADK2	MEM	-0.4400	0.03697	SOL log2fc=-0.080 adj_p=0.803
Q9LZG7	GSTU27	MEM	0.1600	0.1039	SOL log2fc=-0.070 adj_p=0.361
Q9LZH9	RPL7AB	MEM	0.9400	0.01306	SOL log2fc=0.120 adj_p=0.187
Q9LZK5	ERDJ3B	MEM	-0.5600	0.02115	SOL log2fc=-0.060 adj_p=0.85
Q9LZP9	CP12-2	MEM	-1.0900	0.06364	SOL log2fc=-0.160 adj_p=0.752
Q9LZS3	SBE2.2	MEM	-0.5600	0.02005	SOL log2fc=-0.210 adj_p=0.128
Q9LZW6	At5g01800	SOL	-0.2700	0.07802	MEM log2fc=-0.280 adj_p=0.131
Q9LZX1	At5g01750	MEM	-0.2900	0.02438	SOL log2fc=-0.030 adj_p=0.966
Q9LZX6	DHDPS1	MEM	0.1600	0.2494	SOL log2fc=0.170 adj_p=0.934
Q9M060	EIF6-2	MEM	0.3200	0.02686	SOL log2fc=0.210 adj_p=0.161
Q9M081	At4g32640	SOL	-0.4400	0.01976	MEM log2fc=0.230 adj_p=0.134
Q9M084	IBI1	MEM	0.1000	0.4051	SOL log2fc=-0.100 adj_p=0.869
Q9M088	At4g31140	SOL	0.4200	0.2417	MEM log2fc=0.160 adj_p=0.262
Q9M099	SCPL24	SOL	0.0700	0.184	MEM log2fc=-0.180 adj_p=1
Q9M0A7	GGP1	MEM	-0.7800	0.01266	SOL log2fc=-1.150 adj_p=0.0507
Q9M0E2	RPL28C	MEM	0.8700	0.02935	SOL log2fc=0.550 adj_p=0.0672
Q9M0F5	At4g29260	SOL	0.2500	0.07014	MEM log2fc=-0.140 adj_p=0.461
Q9M0F9	PFK1	MEM	-0.6300	0.005024	SOL log2fc=0.080 adj_p=0.858
Q9M0N1	PUX10	SOL	-0.4100	0.107	MEM log2fc=0.190 adj_p=0.368
Q9M0S5	ISA3	SOL	-0.1800	0.2446	MEM log2fc=0.050 adj_p=0.49
Q9M0V6	RFNR1	MEM	0.2500	0.1001	SOL log2fc=1.150 adj_p=0.109
Q9M0X9	4CLL7	SOL	-0.1100	0.3051	MEM log2fc=-0.090 adj_p=0.8
Q9M0Y8	NSF	MEM	-0.2700	0.1099	SOL log2fc=0.040 adj_p=0.262
Q9M156	UGT72B1	SOL	-0.3800	0.05688	MEM log2fc=0.090 adj_p=0.441
Q9M158	STR4	MEM	-0.9000	0.03138	SOL log2fc=-0.600 adj_p=0.186
Q9M1G8	DJ1F	MEM	-1.6100	0.002757	SOL log2fc=-1.990 adj_p=0.0167
Q9M1H3	ABCF4	SOL	-0.1500	0.1	MEM log2fc=0.140 adj_p=0.234
Q9M1S4	T5N23_120	MEM	-0.2600	0.08204	SOL log2fc=-0.490 adj_p=0.131
Q9M1W4	HMT-2	MEM	-0.2200	0.04749	SOL log2fc=-0.130 adj_p=0.223
Q9M1X0	RRF	SOL	0.1600	0.1208	MEM log2fc=-0.070 adj_p=0.977
Q9M1X2	FAP1	MEM	0.1800	0.1051	SOL log2fc=-0.100 adj_p=0.292
Q9M1X8	F24G16.250	SOL	-0.1700	0.1146	MEM log2fc=0.350 adj_p=0.442
Q9M214	T8B10_110	MEM	0.4300	0.01097	SOL log2fc=0.510 adj_p=0.025
Q9M2D8	At3g61260	MEM	1.1100	0.02134	SOL log2fc=-0.210 adj_p=0.843
Q9M2F1	RPS27B	SOL	0.2000	0.1112	MEM log2fc=-0.240 adj_p=0.165
Q9M2N5	HAT	MEM	-0.4300	0.005338	SOL log2fc=-0.860 adj_p=0.055
Q9M2T6	T22E16.90	MEM	0.7900	0.0268	SOL log2fc=0.330 adj_p=0.268
Q9M2T9	OVA1	MEM	-0.5500	0.009761	SOL log2fc=-0.110 adj_p=0.342
Q9M2U7	T12E18_90	SOL	0.3500	0.01263	MEM log2fc=0.410 adj_p=0.165
Q9M2V1	NCA1	SOL	-0.4800	0.1581	MEM log2fc=0.020 adj_p=0.989
Q9M2W2	GSTL2	SOL	-0.5900	0.03318	MEM log2fc=-0.830 adj_p=0.0775
Q9M328	F5K20_290	SOL	0.3100	0.04624	MEM log2fc=0.630 adj_p=0.0553
Q9M338	AKR4C11	SOL	-0.1600	0.174	MEM log2fc=-0.150 adj_p=0.457
Q9M339	RPS3B	MEM	0.4500	0.02895	SOL log2fc=0.200 adj_p=0.106
Q9M354	AGD6	MEM	0.5800	0.05965	SOL log2fc=-0.420 adj_p=0.219
Q9M356	F15G16.210	SOL	-0.0800	0.3029	MEM log2fc=0.090 adj_p=0.325
Q9M394	FLN1	MEM	0.4400	0.02706	SOL log2fc=-0.080 adj_p=0.219
Q9M3A8	EMB1796	MEM	-0.3600	0.01209	SOL log2fc=-0.400 adj_p=0.0648
Q9M3C3	RPL23AB	MEM	1.3800	0.00972	SOL log2fc=-0.130 adj_p=0.256
Q9M3C6	PSA3	MEM	-0.3800	0.01405	SOL log2fc=-0.500 adj_p=0.0388
Q9M5J9	PGIP1	SOL	0.7200	0.02442	MEM log2fc=0.120 adj_p=0.468
Q9M5K2	LPD2	MEM	0.4300	0.05174	SOL log2fc=0.260 adj_p=0.167
Q9M5K3	LPD1	MEM	0.3400	0.143	SOL log2fc=0.040 adj_p=0.764
Q9M651	RANGAP2	MEM	-0.1300	0.1118	SOL log2fc=-0.050 adj_p=0.321
Q9M7Q7	PCNA	MEM	1.4200	0.003642	SOL log2fc=0.130 adj_p=0.207
Q9M7T0	PRXIIF	MEM	1.1700	0.006859	SOL log2fc=0.210 adj_p=0.166
Q9M7X9	CITRX	MEM	-0.1800	0.2362	SOL log2fc=-0.030 adj_p=0.632
Q9M7Z1	BCE2	MEM	1.7900	0.00432	SOL log2fc=-0.190 adj_p=0.258
Q9M885	RPS7B	MEM	0.9700	0.02019	SOL log2fc=0.250 adj_p=0.198
Q9M888	CCT6A	MEM	-0.1400	0.04939	SOL log2fc=0.040 adj_p=0.686
Q9M892	At3g02480	MEM	2.6400	0.004436	SOL log2fc=2.450 adj_p=0.0464
Q9M8D3	At1g74260	SOL	-0.0800	0.2851	MEM log2fc=0.020 adj_p=0.567
Q9M8K7	DSPTP1B	MEM	1.1100	0.007607	SOL log2fc=-0.040 adj_p=0.661
Q9M8L6	PTAC17	MEM	-0.2100	0.3083	SOL log2fc=-0.070 adj_p=0.312
Q9M8M7	WIN1	MEM	0.2200	0.2243	SOL log2fc=0.150 adj_p=0.375
Q9M8T0	At3g02880	MEM	0.5500	0.03892	SOL log2fc=0.370 adj_p=0.0466
Q9M8X9	RPS16B	MEM	-0.7500	0.02797	SOL log2fc=-0.440 adj_p=0.0367
Q9M8Z7	UGT80A2	SOL	-0.1200	0.2272	MEM log2fc=0.120 adj_p=0.451
Q9M9K1	PGM2	MEM	0.4000	0.01994	SOL log2fc=0.100 adj_p=0.202
Q9M9M9	At3g03100	MEM	-0.3000	0.09168	SOL log2fc=-0.480 adj_p=0.128
Q9M9P3	UGP2	MEM	0.1300	0.255	SOL log2fc=0.030 adj_p=0.782
Q9M9T2	At1g14300	SOL	-0.3800	0.07253	MEM log2fc=0.160 adj_p=0.0907
Q9M9W1	RPL22B	MEM	0.8300	0.01994	SOL log2fc=0.160 adj_p=0.342
Q9M9Y8	CRTISO	MEM	-0.4100	0.03886	SOL log2fc=-0.260 adj_p=0.144
Q9MA55	ACBP4	SOL	-0.0400	0.3901	MEM log2fc=0.030 adj_p=0.8
Q9MA79	CYFBP	MEM	0.5200	0.06766	SOL log2fc=-0.030 adj_p=0.254
Q9MAB3	NOP5-2	MEM	-0.3100	0.1285	SOL log2fc=-0.020 adj_p=0.671
Q9MAC8	SS2	MEM	-0.6200	0.005377	SOL log2fc=0.270 adj_p=0.0344
Q9MAH0	PPC1	MEM	0.1100	0.2805	SOL log2fc=-0.020 adj_p=0.483
Q9MAK9	RPT4B	MEM	-0.3700	0.03937	SOL log2fc=0.020 adj_p=0.874
Q9MAP3	RPL11	SOL	0.5900	0.221	MEM log2fc=0.030 adj_p=0.696
Q9MAQ0	GBSS1	MEM	-0.9200	0.003642	SOL log2fc=-0.590 adj_p=0.0398
Q9MAT3	F13M7.16	SOL	-0.7700	0.1046	MEM log2fc=0.010 adj_p=0.551
Q9MB58	FKFBP	MEM	-0.2100	0.2482	SOL log2fc=-0.470 adj_p=0.278
Q9MBH2	AIG2B	SOL	-0.3100	0.05004	MEM log2fc=-0.130 adj_p=0.262
Q9S6Z7	CYSD1	MEM	-0.5800	0.1689	SOL log2fc=0.120 adj_p=0.308
Q9S714	PSAE2	MEM	-1.2600	0.007455	SOL log2fc=0.120 adj_p=0.22
Q9S720	PPD3	MEM	1.8500	0.009761	SOL log2fc=0.100 adj_p=0.603
Q9S726	RPI3	SOL	0.1000	0.3513	MEM log2fc=-0.170 adj_p=1
Q9S756	FER4	MEM	1.1800	0.04094	SOL log2fc=0.090 adj_p=0.226
Q9S757	CYSC1	MEM	0.1200	0.4441	SOL log2fc=0.000 adj_p=0.704
Q9S762	HISN1A	SOL	-0.2000	0.08082	MEM log2fc=-0.280 adj_p=0.134
Q9S7A3	At4g10100	MEM	-0.2100	0.03344	SOL log2fc=0.030 adj_p=0.86
Q9S7B5	TS1	MEM	0.2500	0.01334	SOL log2fc=-0.060 adj_p=0.261
Q9S7C0	HSP70-14	SOL	-0.2200	0.05676	MEM log2fc=0.110 adj_p=0.718
Q9S7D8	APS4	MEM	-1.2800	0.02485	SOL log2fc=-0.640 adj_p=0.0836
Q9S7E4	FDH1	MEM	-0.1000	0.1151	SOL log2fc=0.030 adj_p=0.615
Q9S7E9	GGAT2	MEM	-0.7100	0.01658	SOL log2fc=-0.420 adj_p=0.0804
Q9S7H1	psaD1	MEM	1.6900	0.01533	SOL log2fc=0.120 adj_p=0.922
Q9S7I3	LTP2	MEM	2.0400	0.002789	SOL log2fc=2.080 adj_p=0.0182
Q9S7L9	COX6B-1	SOL	0.8800	0.109	MEM log2fc=0.060 adj_p=0.542
Q9S7N7	PSAG	MEM	-0.9100	0.02096	SOL log2fc=-0.660 adj_p=0.203
Q9S7Q2	PTAC2	SOL	-0.2500	0.05073	MEM log2fc=-0.100 adj_p=0.0952
Q9S7U9	MKK2	MEM	1.1300	0.009136	SOL log2fc=-0.150 adj_p=0.336
Q9S7Y7	XYL1	SOL	0.2300	0.1059	MEM log2fc=0.260 adj_p=0.207
Q9S7Z3	PCS1	MEM	-0.6300	0.006832	SOL log2fc=-0.290 adj_p=0.0409
Q9S831	PSAE1	MEM	-0.5800	0.007892	SOL log2fc=0.570 adj_p=0.272
Q9S834	CLPP5	MEM	0.0800	0.2292	SOL log2fc=0.070 adj_p=0.894
Q9S841	PSBO2	MEM	0.7200	0.01288	SOL log2fc=0.120 adj_p=0.111
Q9S9M7	At1g16080	SOL	-0.5900	0.02447	MEM log2fc=-0.200 adj_p=0.49
Q9S9N6	PNSB1	MEM	-1.3400	0.01438	SOL log2fc=-0.310 adj_p=0.0602
Q9S9N9	CCR1	SOL	-0.2300	0.1182	MEM log2fc=-0.260 adj_p=0.12
Q9S9P1	RPS12A	MEM	0.7000	0.02284	SOL log2fc=-0.060 adj_p=0.159
Q9S9P8	RFNR2	SOL	0.4600	0.2424	MEM log2fc=-0.360 adj_p=0.332
Q9S9W2	SDRA	MEM	-0.8400	0.07058	SOL log2fc=0.150 adj_p=0.083
Q9S9Z8	GRF11	SOL	0.5700	0.1089	MEM log2fc=0.260 adj_p=0.576
Q9SA18	AKHSDH1	MEM	-0.6900	0.02102	SOL log2fc=-0.330 adj_p=0.0574
Q9SA34	At1g16350	MEM	0.3500	0.05659	SOL log2fc=0.000 adj_p=0.784
Q9SA56	PSAD2	MEM	-0.4100	0.109	SOL log2fc=0.020 adj_p=0.542
Q9SA73	YchF1	MEM	0.1400	0.123	SOL log2fc=-0.050 adj_p=0.332
Q9SA78	At1g30630	MEM	0.3200	0.1353	SOL log2fc=-0.200 adj_p=0.317
Q9SA88	At1g30730	SOL	1.1100	0.08487	MEM log2fc=-0.090 adj_p=0.251
Q9SAA2	CLPP6	MEM	0.0600	0.1636	SOL log2fc=-0.130 adj_p=0.201
Q9SAB3	RBP45B	MEM	-0.3900	0.01842	SOL log2fc=-0.700 adj_p=0.0665
Q9SAC6	GWD1	MEM	0.4200	0.02429	SOL log2fc=-0.410 adj_p=0.0363
Q9SAJ4	PGK3	MEM	0.3400	0.07998	SOL log2fc=0.250 adj_p=0.163
Q9SAJ6	GAPCP1	MEM	0.5600	0.009176	SOL log2fc=0.350 adj_p=0.479
Q9SAK4	ALDH5F1	MEM	0.4300	0.1097	SOL log2fc=0.090 adj_p=0.417
Q9SAL0	RGLG4	SOL	-0.4400	0.2424	MEM log2fc=-0.210 adj_p=0.357
Q9SAU2	RPE	SOL	-0.0200	0.3963	MEM log2fc=0.160 adj_p=0.502
Q9SAV0	MBP1	SOL	-1.0000	0.0236	MEM log2fc=-0.350 adj_p=0.116
Q9SB63	MOS1	MEM	2.4500	0.004333	SOL log2fc=-0.270 adj_p=0.0454
Q9SBA5	ITPK1	SOL	0.0200	0.5562	MEM log2fc=0.030 adj_p=0.905
Q9SCL7	NAGK	MEM	0.2400	0.4508	SOL log2fc=0.030 adj_p=0.503
Q9SCM3	RPS2D	MEM	-0.7000	0.05028	SOL log2fc=-0.090 adj_p=0.356
