uniprot	log2fc	pvalue	adj_p	gene_name	fraction	description	significant
Q9SNC6	-0.57	0.002626035	0.014583799	PUB13	MEM	U-box domain-containing protein 13 OS=Arabidopsis thaliana OX=3702 GN=PUB13 PE=1 SV=1	True
Q9SNE0	-0.32	0.014230228	0.073230489	F11C1_110	SOL	Anthranilate N-hydroxycinnamoyl/benzoyltransferase-like protein OS=Arabidopsis thaliana OX=3702 GN=F11C1_110 PE=1 SV=1	False
Q9SNY3	0.23	0.91984945	0.937796265	GMD1	SOL	GDP-mannose 4,6 dehydratase 1 OS=Arabidopsis thaliana OX=3702 GN=GMD1 PE=1 SV=1	False
Q9SP02	0.19	0.159648736	0.214923323	CYP20-1	MEM	Peptidyl-prolyl cis-trans isomerase CYP20-1 OS=Arabidopsis thaliana OX=3702 GN=CYP20-1 PE=1 SV=1	False
Q9SPE5	1.51	5.08527e-05	0.003642269	GSNAP	MEM	Gamma-soluble NSF attachment protein OS=Arabidopsis thaliana OX=3702 GN=GSNAP PE=2 SV=1	True
Q9SPE6	0.35	0.003557809	0.016790124	ASNAP2	MEM	Alpha-soluble NSF attachment protein 2 OS=Arabidopsis thaliana OX=3702 GN=ASNAP2 PE=1 SV=1	True
Q9SPK5	0.18	0.032055764	0.061958031	THFS	MEM	Formate--tetrahydrofolate ligase OS=Arabidopsis thaliana OX=3702 GN=THFS PE=2 SV=1	False
Q9SPM5	-1.04	0.001418804	0.010887652	APY2	MEM	Apyrase 2 OS=Arabidopsis thaliana OX=3702 GN=APY2 PE=1 SV=1	True
Q9SQI8	0.96	0.014868118	0.037503749	LTA2	MEM	Dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LTA2 PE=2 SV=1	True
Q9SQR1	0.5	0.022918149	0.049334806	At3g04010	MEM	Glucan endo-1,3-beta-D-glucosidase OS=Arabidopsis thaliana OX=3702 GN=At3g04010 PE=1 SV=1	True
Q9SQR2	0.22	0.019487247	0.083947671	ChlADR2	SOL	NADPH-dependent aldehyde reductase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ChlADR2 PE=1 SV=1	False
Q9SQR3	-0.36	0.040396799	0.11972481	D14	SOL	Strigolactone esterase D14 OS=Arabidopsis thaliana OX=3702 GN=D14 PE=1 SV=1	False
Q9SQR4	-0.13	0.432694704	0.53111238	At3g03980	SOL	NADPH-dependent aldehyde reductase-like protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g03980 PE=3 SV=1	False
Q9SQT8	-0.14	0.086657979	0.181747685	EMB3004	SOL	Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=EMB3004 PE=1 SV=1	False
Q9SQZ9	0.16	0.020435402	0.085504205	At3g04780	SOL	PITH domain-containing protein At3g04780 OS=Arabidopsis thaliana OX=3702 GN=At3g04780 PE=1 SV=2	False
Q9SR06	-0.11	0.145047062	0.249260367	CLPS3	SOL	Protein CLP1 homolog OS=Arabidopsis thaliana OX=3702 GN=CLPS3 PE=1 SV=1	False
Q9SR09	-0.23	0.056442197	0.141984418	At3g04650	SOL	AT3g04650/F7O18_13 OS=Arabidopsis thaliana OX=3702 GN=At3g04650 PE=1 SV=1	False
Q9SR19	0.46	0.020052724	0.045170807	RAF1.2	MEM	Rubisco accumulation factor 1.2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RAF1.2 PE=1 SV=1	True
Q9SR22	0.01	0.499790888	0.593519986	PAE5	SOL	Pectin acetylesterase 5 OS=Arabidopsis thaliana OX=3702 GN=PAE5 PE=2 SV=1	False
Q9SR33	0.14	0.18526923	0.243385207	ORP3B	MEM	Oxysterol-binding protein-related protein 3B OS=Arabidopsis thaliana OX=3702 GN=ORP3B PE=2 SV=1	False
Q9SR36	0.42	0.005740881	0.02244426	GSTU8	MEM	Glutathione S-transferase U8 OS=Arabidopsis thaliana OX=3702 GN=GSTU8 PE=2 SV=1	True
Q9SR37	0.52	0.017950504	0.042075299	BGLU23	MEM	Beta-glucosidase 23 OS=Arabidopsis thaliana OX=3702 GN=BGLU23 PE=1 SV=1	True
Q9SR40	0.58	0.005875086	0.049386611	LAC7	SOL	Laccase-7 OS=Arabidopsis thaliana OX=3702 GN=LAC7 PE=2 SV=1	True
Q9SR59	-0.3	0.03391802	0.110104119	MDAR3	SOL	Monodehydroascorbate reductase 3 OS=Arabidopsis thaliana OX=3702 GN=MDAR3 PE=2 SV=1	False
Q9SR62	-0.26	0.145209007	0.249260367	RLPH2	SOL	Tyrosine-protein phosphatase RLPH2 OS=Arabidopsis thaliana OX=3702 GN=RLPH2 PE=1 SV=1	False
Q9SR67	0.99	0.005282139	0.021332864	T22K18.16	MEM	AT3g10020/T22K18_16 OS=Arabidopsis thaliana OX=3702 GN=T22K18.16 PE=1 SV=1	True
Q9SR70	-0.55	0.109500253	0.158601286	FKBP16-4	MEM	Peptidyl-prolyl cis-trans isomerase FKBP16-4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FKBP16-4 PE=1 SV=1	False
Q9SR73	0.8	0.035879238	0.067481432	RPS28A	MEM	40S ribosomal protein S28-1 OS=Arabidopsis thaliana OX=3702 GN=RPS28A PE=3 SV=1	False
Q9SRD4	0.14	0.000125334	0.004436412	IGMT5	MEM	Indole glucosinolate O-methyltransferase 5 OS=Arabidopsis thaliana OX=3702 GN=IGMT5 PE=2 SV=1	True
Q9SRE0	-0.22	0.001373369	0.03201959	COG0212	SOL	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212 OS=Arabidopsis thaliana OX=3702 GN=COG0212 PE=2 SV=1	True
Q9SRG3	0.4	0.010440562	0.030928957	PDIL1-2	MEM	Protein disulfide isomerase-like 1-2 OS=Arabidopsis thaliana OX=3702 GN=PDIL1-2 PE=2 SV=1	True
Q9SRH5	0.0	0.61268306	0.665069931	VDAC1	MEM	Mitochondrial outer membrane protein porin 1 OS=Arabidopsis thaliana OX=3702 GN=VDAC1 PE=1 SV=3	False
Q9SRH6	1.04	0.01115577	0.03198954	HIR3	MEM	Hypersensitive-induced response protein 3 OS=Arabidopsis thaliana OX=3702 GN=HIR3 PE=1 SV=1	True
Q9SRI1	-0.07	0.123904804	0.225892197	SEC13A	SOL	Protein transport protein SEC13 homolog A OS=Arabidopsis thaliana OX=3702 GN=SEC13A PE=1 SV=1	False
Q9SRL6	-0.92	0.003911883	0.017785288	F9F8.12	MEM	Outer membrane OMP85 family protein OS=Arabidopsis thaliana OX=3702 GN=F9F8.12 PE=1 SV=1	True
Q9SRM5	0.3	0.009805301	0.061701167	CPRD49	SOL	GDSL esterase/lipase CPRD49 OS=Arabidopsis thaliana OX=3702 GN=CPRD49 PE=2 SV=1	False
Q9SRQ3	-0.14	0.837053023	0.875090182	PEX19-1	SOL	Peroxisome biogenesis protein 19-1 OS=Arabidopsis thaliana OX=3702 GN=PEX19-1 PE=1 SV=1	False
Q9SRQ6	0.13	0.127550832	0.179188191	NPC3	MEM	Non-specific phospholipase C3 OS=Arabidopsis thaliana OX=3702 GN=NPC3 PE=1 SV=1	False
Q9SRR8	-0.32	0.041037916	0.074238924	F21O3.19	MEM	2Fe-2S ferredoxin-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F21O3.19 PE=1 SV=1	False
Q9SRS5	0.36	0.015447978	0.038519179	RABA5B	MEM	Ras-related protein RABA5b OS=Arabidopsis thaliana OX=3702 GN=RABA5B PE=1 SV=1	True
Q9SRT4	-0.08	0.386324403	0.490060881	F21O3.3	SOL	Glucan endo-1,3-beta-D-glucosidase OS=Arabidopsis thaliana OX=3702 GN=F21O3.3 PE=1 SV=1	False
Q9SRT8	-0.18	0.089326537	0.133997015	At3g02220	MEM	Small acidic-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g02220 PE=1 SV=1	False
Q9SRT9	0.79	0.094794199	0.191677739	RGP1	SOL	UDP-arabinopyranose mutase 1 OS=Arabidopsis thaliana OX=3702 GN=RGP1 PE=1 SV=1	False
Q9SRV5	-0.8	0.000916013	0.009375006	MS2	MEM	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=MS2 PE=1 SV=1	True
Q9SRX2	-0.35	0.015754601	0.076668262	RPL19A	SOL	60S ribosomal protein L19-1 OS=Arabidopsis thaliana OX=3702 GN=RPL19A PE=2 SV=1	False
Q9SRX5	0.54	0.085156608	0.129412977	F22D16.19	MEM	F22D16.19 protein OS=Arabidopsis thaliana OX=3702 GN=F22D16.19 PE=1 SV=1	False
Q9SRY4	-0.97	0.011613338	0.032773382	LPA1	MEM	Protein LOW PSII ACCUMULATION 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LPA1 PE=1 SV=1	True
Q9SRY5	0.8	0.01050723	0.030997996	GSTF7	MEM	Glutathione S-transferase F7 OS=Arabidopsis thaliana OX=3702 GN=GSTF7 PE=2 SV=3	True
Q9SRZ6	0.57	0.03080489	0.060229296	CICDH	MEM	Cytosolic isocitrate dehydrogenase [NADP] OS=Arabidopsis thaliana OX=3702 GN=CICDH PE=1 SV=1	False
Q9SS48	-0.43	0.008552683	0.027964776	SDP6	MEM	Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SDP6 PE=1 SV=1	True
Q9SS82	-0.8	0.008768173	0.028316623	MZB10.8	MEM	8-amino-7-oxononanoate synthase OS=Arabidopsis thaliana OX=3702 GN=MZB10.8 PE=1 SV=1	True
Q9SS89	-0.55	0.007848579	0.055432669	At3g01660	SOL	At3g01660 OS=Arabidopsis thaliana OX=3702 GN=At3g01660 PE=1 SV=1	False
Q9SS96	0.21	0.060374017	0.147773161	At3g01590	SOL	Glucose-6-phosphate 1-epimerase OS=Arabidopsis thaliana OX=3702 GN=At3g01590 PE=1 SV=1	False
Q9SSA4	-0.43	0.02727416	0.055705223	At3g01490	MEM	AT3g01490/F4P13_4 OS=Arabidopsis thaliana OX=3702 GN=At3g01490 PE=1 SV=1	False
Q9SSA5	-0.51	0.000516062	0.023671957	CYP38	SOL	Peptidyl-prolyl cis-trans isomerase CYP38, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CYP38 PE=1 SV=1	True
Q9SSB5	-0.14	0.025378718	0.053093854	RPT1A	MEM	26S proteasome regulatory subunit 7 homolog A OS=Arabidopsis thaliana OX=3702 GN=RPT1A PE=1 SV=1	False
Q9SSB7	1.05	0.028114248	0.099864713	DGR1	SOL	At1g80240 OS=Arabidopsis thaliana OX=3702 GN=DGR1 PE=1 SV=1	False
Q9SSB8	-0.5	0.125265575	0.176270894	COX5B-2	MEM	Cytochrome c oxidase subunit 5b-2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=COX5B-2 PE=1 SV=1	False
Q9SSD2	-0.72	0.000943282	0.009448905	PRP8A	MEM	Pre-mRNA-processing-splicing factor 8A OS=Arabidopsis thaliana OX=3702 GN=PRP8A PE=1 SV=1	True
Q9SSE7	-0.16	0.041179509	0.074422632	ADT2	MEM	Arogenate dehydratase/prephenate dehydratase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ADT2 PE=1 SV=1	False
Q9SSF8	0.14	0.420188344	0.481599689	CPK30	MEM	Calcium-dependent protein kinase 30 OS=Arabidopsis thaliana OX=3702 GN=CPK30 PE=1 SV=1	False
Q9SSG3	1.2	9.65683e-06	0.002789082	HIPL1	MEM	HIPL1 protein OS=Arabidopsis thaliana OX=3702 GN=HIPL1 PE=3 SV=2	True
Q9SSK1	-0.03	0.505990394	0.598347329	SYNC3	SOL	Asparagine--tRNA ligase, cytoplasmic 3 OS=Arabidopsis thaliana OX=3702 GN=SYNC3 PE=1 SV=1	False
Q9SSK5	-0.22	0.004993002	0.046074248	MLP43	SOL	MLP-like protein 43 OS=Arabidopsis thaliana OX=3702 GN=MLP43 PE=1 SV=1	True
Q9SSK7	0.19	0.003185712	0.016098324	MLP34	MEM	MLP-like protein 34 OS=Arabidopsis thaliana OX=3702 GN=MLP34 PE=2 SV=1	True
Q9SSK9	0.85	0.010336011	0.030736815	MLP28	MEM	MLP-like protein 28 OS=Arabidopsis thaliana OX=3702 GN=MLP28 PE=1 SV=1	True
Q9SSL0	-0.59	0.003229231	0.040850582	At1g70820	SOL	At1g70820 OS=Arabidopsis thaliana OX=3702 GN=At1g70820 PE=1 SV=1	True
Q9SSL1	-0.22	0.035765668	0.113336751	CAR7	SOL	Protein C2-DOMAIN ABA-RELATED 7 OS=Arabidopsis thaliana OX=3702 GN=CAR7 PE=1 SV=1	False
Q9SSL9	0.02	0.882953866	0.901965101	PEPR1	MEM	Leucine-rich repeat receptor-like protein kinase PEPR1 OS=Arabidopsis thaliana OX=3702 GN=PEPR1 PE=1 SV=1	False
Q9SSN3	-1.85	4.3119e-05	0.012816697	TIR	SOL	Toll/interleukin-1 receptor-like protein OS=Arabidopsis thaliana OX=3702 GN=TIR PE=1 SV=1	True
Q9SSP5	-0.37	0.00175092	0.012087623	TS2	MEM	Threonine synthase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TS2 PE=1 SV=1	True
Q9SSP6	-0.66	0.021316738	0.047020282	F6D8.36	MEM	At1g52420 OS=Arabidopsis thaliana OX=3702 GN=F6D8.36 PE=1 SV=1	True
Q9SSQ9	-0.28	0.12824046	0.231412059	PLDALPHA2	SOL	Phospholipase D alpha 2 OS=Arabidopsis thaliana OX=3702 GN=PLDALPHA2 PE=2 SV=1	False
Q9SSS7	0.28	0.010368608	0.030794334	At1g52730	MEM	AT1G52730 protein OS=Arabidopsis thaliana OX=3702 GN=At1g52730 PE=1 SV=1	True
Q9SSS9	-0.5	0.022006351	0.047781546	ATPD	MEM	ATP synthase subunit delta, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ATPD PE=1 SV=1	True
Q9ST43	0.0	0.345133333	0.450419003	PH1	SOL	Pleckstrin homology domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PH1 PE=2 SV=2	False
Q9STE8	-0.39	0.016204795	0.039649776	TOC75-3	MEM	Protein TOC75-3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TOC75-3 PE=1 SV=1	True
Q9STF2	0.37	0.073423471	0.11505554	PTAC16	MEM	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 16, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PTAC16 PE=1 SV=1	False
Q9STG6	0.25	0.41541022	0.516585768	DUT	SOL	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Arabidopsis thaliana OX=3702 GN=DUT PE=1 SV=1	False
Q9STG9	0.34	0.057156814	0.142850916	ASE2	SOL	Amidophosphoribosyltransferase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ASE2 PE=1 SV=1	False
Q9STH7	-0.8	0.002854454	0.015080411	At4g12340	MEM	AT4g12340/T4C9_180 OS=Arabidopsis thaliana OX=3702 GN=At4g12340 PE=1 SV=1	True
Q9STI0	-0.1	0.302066332	0.366032393	''cytochrome	MEM	At4g12310 OS=Arabidopsis thaliana OX=3702 GN=''cytochrome P450 PE=1 SV=1	False
Q9STI1	-0.39	0.036076044	0.067728218	''cytochrome	MEM	Cytochrome P450, family 706, subfamily A, polypeptide 4 OS=Arabidopsis thaliana OX=3702 GN=''cytochrome P450 PE=1 SV=1	False
Q9STL1	-0.7	0.001000568	0.009665573	CYP71A22	MEM	Cytochrome P450 71A22 OS=Arabidopsis thaliana OX=3702 GN=CYP71A22 PE=2 SV=1	True
Q9STL2	-0.68	0.027656814	0.056190375	CYP71A21	MEM	Cytochrome P450 71A21 OS=Arabidopsis thaliana OX=3702 GN=CYP71A21 PE=2 SV=1	False
Q9STL5	0.28	0.132840949	0.236781264	CEP3	SOL	KDEL-tailed cysteine endopeptidase CEP3 OS=Arabidopsis thaliana OX=3702 GN=CEP3 PE=2 SV=1	False
Q9STP8	-0.37	0.055164852	0.092086756	ACBP2	MEM	Acyl-CoA-binding domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=ACBP2 PE=1 SV=1	False
Q9STS1	-0.35	0.11922134	0.169727937	ALDH10A9	MEM	Betaine aldehyde dehydrogenase 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH10A9 PE=1 SV=1	False
Q9STS7	0.22	0.488166039	0.547008605	CHL	MEM	Chloroplastic lipocalin OS=Arabidopsis thaliana OX=3702 GN=CHL PE=1 SV=1	False
Q9STT2	-0.16	0.026394688	0.054521293	VPS29	MEM	Vacuolar protein sorting-associated protein 29 OS=Arabidopsis thaliana OX=3702 GN=VPS29 PE=2 SV=1	False
Q9STT3	-0.63	0.022651676	0.048885746	T23J7.130	MEM	Aldose 1-epimerase OS=Arabidopsis thaliana OX=3702 GN=T23J7.130 PE=1 SV=1	True
Q9STU3	-0.82	0.00173248	0.012030638	MAG2	MEM	RINT1-like protein MAG2 OS=Arabidopsis thaliana OX=3702 GN=MAG2 PE=1 SV=1	True
Q9STV4	-0.1	0.394230027	0.457947455	CIPK8	MEM	CBL-interacting serine/threonine-protein kinase 8 OS=Arabidopsis thaliana OX=3702 GN=CIPK8 PE=1 SV=1	False
Q9STW1	-0.32	0.061697508	0.100433046	At4g24330	MEM	At4g24330 OS=Arabidopsis thaliana OX=3702 GN=At4g24330 PE=1 SV=1	False
Q9STW5	-0.17	0.554837066	0.610406162	At4g24290	MEM	MACPF domain-containing protein At4g24290 OS=Arabidopsis thaliana OX=3702 GN=At4g24290 PE=2 SV=1	False
Q9STW6	-0.02	0.247023675	0.35519213	HSP70-6	SOL	Heat shock 70 kDa protein 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HSP70-6 PE=1 SV=1	False
Q9STX2	0.78	0.00326574	0.016245178	VEP1	MEM	3-oxo-Delta(4,5)-steroid 5-beta-reductase OS=Arabidopsis thaliana OX=3702 GN=VEP1 PE=1 SV=1	True
Q9STX5	-0.43	0.000100873	0.004249764	HSP90-7	MEM	Endoplasmin homolog OS=Arabidopsis thaliana OX=3702 GN=HSP90-7 PE=1 SV=1	True
Q9STY0	-0.72	0.012894443	0.034712646	PEX11B	MEM	Peroxisomal membrane protein 11B OS=Arabidopsis thaliana OX=3702 GN=PEX11B PE=1 SV=1	True
Q9STY4	-0.26	0.003443447	0.016582151	PYRR	MEM	Riboflavin biosynthesis protein PYRR, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PYRR PE=1 SV=1	True
Q9STY6	0.88	0.027634002	0.056173538	RPS20B	MEM	40S ribosomal protein S20-2 OS=Arabidopsis thaliana OX=3702 GN=RPS20B PE=2 SV=1	False
Q9STZ8	0.16	0.125909177	0.228202706	AtENODL19	SOL	At4g12880 OS=Arabidopsis thaliana OX=3702 GN=AtENODL19 PE=1 SV=1	False
Q9SU13	1.99	3.56596e-06	0.002757313	FLA2	MEM	Fasciclin-like arabinogalactan protein 2 OS=Arabidopsis thaliana OX=3702 GN=FLA2 PE=2 SV=1	True
Q9SU26	1.91	0.002877832	0.015113096	At4g12600	MEM	Ribonucloprotein OS=Arabidopsis thaliana OX=3702 GN=At4g12600 PE=1 SV=1	True
Q9SU40	0.28	0.016803808	0.040382154	SKU5	MEM	Monocopper oxidase-like protein SKU5 OS=Arabidopsis thaliana OX=3702 GN=SKU5 PE=1 SV=1	True
Q9SU63	0.49	0.01360863	0.03585625	ALDH2B4	MEM	Aldehyde dehydrogenase family 2 member B4, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH2B4 PE=1 SV=1	True
Q9SU72	-0.26	0.257842258	0.320087738	EDS1	MEM	Protein EDS1 OS=Arabidopsis thaliana OX=3702 GN=EDS1 PE=1 SV=1	False
Q9SU79	0.02	0.490546063	0.5860527	PAO5	SOL	Probable polyamine oxidase 5 OS=Arabidopsis thaliana OX=3702 GN=PAO5 PE=1 SV=1	False
Q9SU81	-1.15	0.000130817	0.004436412	At4g29700	MEM	Alkaline-phosphatase-like family protein OS=Arabidopsis thaliana OX=3702 GN=At4g29700 PE=1 SV=1	True
Q9SU82	-0.15	0.078955106	0.122064515	At4g29690	MEM	Alkaline-phosphatase-like family protein OS=Arabidopsis thaliana OX=3702 GN=At4g29690 PE=1 SV=1	False
Q9SU83	0.44	0.027554061	0.098676738	At4g29680	SOL	Alkaline-phosphatase-like family protein OS=Arabidopsis thaliana OX=3702 GN=At4g29680 PE=1 SV=1	False
Q9SU88	-0.21	0.070355961	0.160866199	At4g29590	SOL	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g29590 PE=1 SV=1	False
Q9SU93	-0.5	0.000382309	0.006530882	At4g29520	MEM	Nucleophosmin OS=Arabidopsis thaliana OX=3702 GN=At4g29520 PE=1 SV=1	True
Q9SU94	-0.44	0.123881737	0.17468496	PRMT11	MEM	Protein arginine N-methyltransferase 1.1 OS=Arabidopsis thaliana OX=3702 GN=PRMT11 PE=1 SV=1	False
Q9SUA1	-0.35	0.13106583	0.183239772	DEK3	MEM	DEK domain-containing chromatin-associated protein 3 OS=Arabidopsis thaliana OX=3702 GN=DEK3 PE=1 SV=1	False
Q9SUB2	1.34	0.01194323	0.033295649	At4g21020	MEM	Late embryogenesis abundant protein (LEA) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g21020 PE=1 SV=1	True
Q9SUC6	0.88	0.000430468	0.023403654	FAD-OXR	SOL	Berberine bridge enzyme-like 22 OS=Arabidopsis thaliana OX=3702 GN=FAD-OXR PE=2 SV=1	True
Q9SUD0	0.02	0.942290462	0.954083912	SKU5	SOL	Multi-copper oxidase type I family protein OS=Arabidopsis thaliana OX=3702 GN=SKU5 similar 10 PE=1 SV=1	False
Q9SUE9	-0.14	0.050072402	0.134076599	At4g08310	SOL	DNA ligase OS=Arabidopsis thaliana OX=3702 GN=At4g08310 PE=1 SV=1	False
Q9SUF2	-0.16	0.067919803	0.158316203	At4g08280	SOL	Glutaredoxin-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g08280 PE=1 SV=1	False
Q9SUG6	0.03	0.341623951	0.446544869	PUX3	SOL	Plant UBX domain-containing protein 3 OS=Arabidopsis thaliana OX=3702 GN=PUX3 PE=1 SV=1	False
Q9SUI4	-1.01	0.000832336	0.009025555	PSAL	MEM	Photosystem I reaction center subunit XI, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAL PE=1 SV=2	True
Q9SUI5	-3.19	0.000175903	0.004817749	PSAK	MEM	Photosystem I reaction center subunit psaK, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAK PE=2 SV=2	True
Q9SUI6	-1.46	0.002086787	0.013064687	PSAH2	MEM	Photosystem I reaction center subunit VI-2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAH2 PE=2 SV=1	True
Q9SUL8	-0.71	0.009795843	0.029915467	YIP4b	MEM	Protein YIP OS=Arabidopsis thaliana OX=3702 GN=YIP4b PE=1 SV=1	True
Q9SUP0	1.37	0.000255386	0.005481077	At4g20390	MEM	CASP-like protein 1B2 OS=Arabidopsis thaliana OX=3702 GN=At4g20390 PE=2 SV=1	True
Q9SUP5	0.42	0.254473035	0.363206556	F9D16.290	SOL	Pectin lyase-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F9D16.290 PE=1 SV=1	False
Q9SUQ3	-0.61	0.037505412	0.069651838	At4g23740	MEM	Probable inactive receptor kinase At4g23740 OS=Arabidopsis thaliana OX=3702 GN=At4g23740 PE=1 SV=1	False
Q9SUQ8	0.37	0.089473976	0.184377171	DIR6	SOL	Dirigent protein 6 OS=Arabidopsis thaliana OX=3702 GN=DIR6 PE=1 SV=1	False
Q9SUQ9	0.91	0.000706878	0.024959718	At4g23680	SOL	AT4g23680/F9D16_150 OS=Arabidopsis thaliana OX=3702 GN=At4g23680 PE=1 SV=1	True
Q9SUR0	0.26	0.03021836	0.104055899	At4g23670	SOL	AT4G23670 protein OS=Arabidopsis thaliana OX=3702 GN=At4g23670 PE=1 SV=1	False
Q9SUR3	-0.14	0.138861321	0.19228703	RTNLB1	MEM	Reticulon-like protein B1 OS=Arabidopsis thaliana OX=3702 GN=RTNLB1 PE=1 SV=1	False
Q9SUR6	-1.0	0.011830233	0.033133923	CORI3	MEM	Cystine lyase CORI3 OS=Arabidopsis thaliana OX=3702 GN=CORI3 PE=1 SV=1	True
Q9SUR9	0.14	0.238109726	0.299425396	SGT1A	MEM	Protein SGT1 homolog A OS=Arabidopsis thaliana OX=3702 GN=SGT1A PE=1 SV=1	False
Q9SUS0	1.13	0.001086034	0.00976055	At4g23560	MEM	Endoglucanase 20 OS=Arabidopsis thaliana OX=3702 GN=At4g23560 PE=2 SV=1	True
Q9SUS3	-0.38	0.015439738	0.038519179	BETAB-AD	MEM	Beta-adaptin-like protein B OS=Arabidopsis thaliana OX=3702 GN=BETAB-AD PE=1 SV=1	True
Q9SUT2	0.84	0.000637572	0.024468046	PER39	SOL	Peroxidase 39 OS=Arabidopsis thaliana OX=3702 GN=PER39 PE=1 SV=1	True
Q9SUT4	-0.61	0.0064227	0.023938326	At4g11270	MEM	Transducin/WD40 repeat-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g11270 PE=1 SV=1	True
Q9SUT5	0.27	0.004510659	0.019460333	SGT1B	MEM	Protein SGT1 homolog B OS=Arabidopsis thaliana OX=3702 GN=SGT1B PE=1 SV=1	True
Q9SUT9	0.02	0.438056646	0.498941097	RTNLB2	MEM	Reticulon-like protein B2 OS=Arabidopsis thaliana OX=3702 GN=RTNLB2 PE=1 SV=1	False
Q9SUU5	-0.47	0.051063625	0.086903892	QCR7-1	MEM	Cytochrome b-c1 complex subunit 7-1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=QCR7-1 PE=1 SV=1	False
Q9SUU6	0.24	0.072856669	0.164303311	At4g32460	SOL	Uncharacterized protein AT4g32460 OS=Arabidopsis thaliana OX=3702 GN=At4g32460 PE=1 SV=1	False
Q9SUV1	-0.77	0.010716491	0.031230074	BT1	MEM	Adenine nucleotide transporter BT1, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=BT1 PE=1 SV=1	True
Q9SUV2	-1.18	0.00772458	0.026484277	At4g32390	MEM	Probable sugar phosphate/phosphate translocator At4g32390 OS=Arabidopsis thaliana OX=3702 GN=At4g32390 PE=3 SV=1	True
Q9SUW6	0.59	0.019824577	0.084422025	At4g22530	SOL	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g22530 PE=1 SV=1	False
Q9SUX0	-1.13	0.153012918	0.257248642	At4g22490	SOL	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g22490 PE=1 SV=1	False
Q9SUY2	-0.97	0.009875722	0.030077373	F4F15.340	MEM	AT3g52230/F4F15_340 OS=Arabidopsis thaliana OX=3702 GN=F4F15.340 PE=1 SV=1	True
Q9SV20	-0.52	0.001830491	0.035701778	At4g31490	SOL	Coatomer subunit beta-2 OS=Arabidopsis thaliana OX=3702 GN=At4g31490 PE=2 SV=2	True
Q9SV21	-0.45	0.019571979	0.044513559	At4g31480	MEM	Coatomer subunit beta-1 OS=Arabidopsis thaliana OX=3702 GN=At4g31480 PE=3 SV=2	True
Q9SV31	-0.75	0.005778899	0.022526555	PIP2-5	MEM	Probable aquaporin PIP2-5 OS=Arabidopsis thaliana OX=3702 GN=PIP2-5 PE=1 SV=1	True
